r,t,e,y,AnnualTechnologyEmission
REGION,EGCO00I00X,EGCO2,2069.0,176.8949
REGION,EGCO00I00X,EGCO2,2070.0,180.3296
REGION,EGCO00X00X,EGCO2,2015.0,0.9879
REGION,EGCO00X00X,EGCO2,2016.0,0.93
REGION,EGCO00X00X,EGCO2,2017.0,1.2095
REGION,EGCO00X00X,EGCO2,2018.0,1.2125
REGION,EGCO00X00X,EGCO2,2019.0,1.3349
REGION,EGCO00X00X,EGCO2,2020.0,1.422
REGION,EGCO00X00X,EGCO2,2021.0,1.4396
REGION,EGCO00X00X,EGCO2,2022.0,1.4576
REGION,EGCO00X00X,EGCO2,2023.0,1.4758
REGION,EGCO00X00X,EGCO2,2024.0,1.4944
REGION,EGCO00X00X,EGCO2,2025.0,19.9694
REGION,EGCO00X00X,EGCO2,2026.0,8.2771
REGION,EGCOSCP04N,EGREN,2025.0,80.0384
REGION,EGCOSCP04N,EGREN,2026.0,160.0767
REGION,EGCOSCP04N,EGREN,2027.0,160.0767
REGION,EGCOSCP04N,EGREN,2028.0,160.0767
REGION,EGCOSCP04N,EGREN,2029.0,160.0767
REGION,EGCOSCP04N,EGREN,2030.0,160.0767
REGION,EGCOSCP04N,EGREN,2031.0,160.0767
REGION,EGCOSCP04N,EGREN,2032.0,160.0767
REGION,EGCOSCP04N,EGREN,2033.0,160.0767
REGION,EGCOSCP04N,EGREN,2034.0,160.0767
REGION,EGCOSCP04N,EGREN,2035.0,186.7562
REGION,EGCOSCP04N,EGREN,2036.0,213.4356
REGION,EGCOSCP04N,EGREN,2037.0,240.1151
REGION,EGCOSCP04N,EGREN,2038.0,266.7946
REGION,EGCOSCP04N,EGREN,2039.0,293.474
REGION,EGCOSCP04N,EGREN,2040.0,320.1535
REGION,EGCOSCP04N,EGREN,2041.0,360.1727
REGION,EGCOSCP04N,EGREN,2042.0,373.5124
REGION,EGCOSCP04N,EGREN,2043.0,386.8521
REGION,EGCOSCP04N,EGREN,2044.0,400.1918
REGION,EGCOSCP04N,EGREN,2045.0,413.5316
REGION,EGCOSCP04N,EGREN,2046.0,413.5316
REGION,EGCOSCP04N,EGREN,2047.0,413.5316
REGION,EGCOSCP04N,EGREN,2048.0,453.5508
REGION,EGCOSCP04N,EGREN,2049.0,466.8905
REGION,EGCOSCP04N,EGREN,2050.0,480.2302
REGION,EGCOSCP04N,EGREN,2051.0,493.5699
REGION,EGCOSCP04N,EGREN,2052.0,506.9097
REGION,EGCOSCP04N,EGREN,2053.0,520.2494
REGION,EGCOSCP04N,EGREN,2054.0,533.5891
REGION,EGCOSCP04N,EGREN,2055.0,493.5699
REGION,EGCOSCP04N,EGREN,2056.0,453.5508
REGION,EGCOSCP04N,EGREN,2057.0,493.5699
REGION,EGCOSCP04N,EGREN,2058.0,533.5891
REGION,EGCOSCP04N,EGREN,2059.0,573.6083
REGION,EGCOSCP04N,EGREN,2060.0,613.6275
REGION,EGCOSCP04N,EGREN,2061.0,626.9672
REGION,EGCOSCP04N,EGREN,2062.0,640.3069
REGION,EGCOSCP04N,EGREN,2063.0,653.6467
REGION,EGCOSCP04N,EGREN,2064.0,666.9864
REGION,EGCOSCP04N,EGREN,2065.0,680.3261
REGION,EGCOSCP04N,EGREN,2066.0,693.6659
REGION,EGCOSCP04N,EGREN,2067.0,707.0056
REGION,EGCOSCP04N,EGREN,2068.0,720.3453
REGION,EGCOSCP04N,EGREN,2069.0,733.685
REGION,EGCOSCP04N,EGREN,2070.0,747.0248
REGION,EGCR00E00X,EGCO2,2015.0,-37.3336
REGION,EGCR00E00X,EGCO2,2016.0,-34.2366
REGION,EGCR00E00X,EGCO2,2017.0,-28.8328
REGION,EGCR00E00X,EGCO2,2018.0,-32.4041
REGION,EGCR00E00X,EGCO2,2019.0,-32.4041
REGION,EGCR00E00X,EGCO2,2020.0,-32.4041
REGION,EGCR00E00X,EGCO2,2021.0,-32.4041
REGION,EGCR00E00X,EGCO2,2022.0,-32.4041
REGION,EGCR00E00X,EGCO2,2023.0,-32.4041
REGION,EGCR00E00X,EGCO2,2024.0,-32.4041
REGION,EGCR00E00X,EGCO2,2025.0,-32.4041
REGION,EGCR00E00X,EGCO2,2026.0,-32.4041
REGION,EGCR00E00X,EGCO2,2027.0,-32.4041
REGION,EGCR00E00X,EGCO2,2028.0,-32.4041
REGION,EGCR00E00X,EGCO2,2029.0,-32.4041
REGION,EGCR00E00X,EGCO2,2030.0,-32.4041
REGION,EGCR00E00X,EGCO2,2031.0,-32.4041
REGION,EGCR00E00X,EGCO2,2032.0,-32.4041
REGION,EGCR00I00X,EGCO2,2031.0,32.4041
REGION,EGCR00I00X,EGCO2,2032.0,32.4041
REGION,EGCR00I00X,EGCO2,2038.0,7.1004
REGION,EGCR00I00X,EGCO2,2039.0,7.1004
REGION,EGCR00I00X,EGCO2,2040.0,7.1004
REGION,EGCR00I00X,EGCO2,2041.0,7.1004
REGION,EGCR00I00X,EGCO2,2042.0,7.1004
REGION,EGCR00I00X,EGCO2,2043.0,7.1004
REGION,EGCR00I00X,EGCO2,2044.0,7.1004
REGION,EGCR00I00X,EGCO2,2045.0,7.1004
REGION,EGCR00I00X,EGCO2,2046.0,7.1004
REGION,EGCR00I00X,EGCO2,2047.0,7.1004
REGION,EGCR00I00X,EGCO2,2048.0,7.1004
REGION,EGCR00I00X,EGCO2,2049.0,7.1004
REGION,EGCR00I00X,EGCO2,2050.0,7.1004
REGION,EGCR00I00X,EGCO2,2051.0,7.1004
REGION,EGCR00I00X,EGCO2,2052.0,7.1004
REGION,EGCR00I00X,EGCO2,2053.0,7.1004
REGION,EGCR00I00X,EGCO2,2054.0,7.1004
REGION,EGCR00X00X,EGCO2,2015.0,133.2576
REGION,EGCR00X00X,EGCO2,2016.0,126.4535
REGION,EGCR00X00X,EGCO2,2017.0,119.4655
REGION,EGCR00X00X,EGCO2,2018.0,123.9756
REGION,EGCR00X00X,EGCO2,2019.0,122.7176
REGION,EGCR00X00X,EGCO2,2020.0,121.4595
REGION,EGCR00X00X,EGCO2,2021.0,123.1573
REGION,EGCR00X00X,EGCO2,2022.0,124.8551
REGION,EGCR00X00X,EGCO2,2023.0,126.5528
REGION,EGCR00X00X,EGCO2,2024.0,128.2506
REGION,EGCR00X00X,EGCO2,2025.0,129.9484
REGION,EGCR00X00X,EGCO2,2026.0,130.3363
REGION,EGCR00X00X,EGCO2,2027.0,118.9823
REGION,EGCR00X00X,EGCO2,2028.0,107.6284
REGION,EGCR00X00X,EGCO2,2029.0,96.2744
REGION,EGCR00X00X,EGCO2,2030.0,68.8452
REGION,EGHF00E00X,EGCO2,2015.0,-1.8544
REGION,EGHF00E00X,EGCO2,2016.0,-1.2392
REGION,EGHF00E00X,EGCO2,2017.0,-1.1573
REGION,EGHF00E00X,EGCO2,2018.0,-1.7091
REGION,EGHF00E00X,EGCO2,2019.0,-1.7091
REGION,EGHF00E00X,EGCO2,2020.0,-1.7091
REGION,EGHF00E00X,EGCO2,2021.0,-1.6664
REGION,EGHF00E00X,EGCO2,2022.0,-1.6237
REGION,EGHF00E00X,EGCO2,2023.0,-1.581
REGION,EGHF00E00X,EGCO2,2024.0,-1.5382
REGION,EGHF00E00X,EGCO2,2025.0,-1.4955
REGION,EGHF00E00X,EGCO2,2026.0,-1.4528
REGION,EGHF00E00X,EGCO2,2027.0,-1.41
REGION,EGHF00E00X,EGCO2,2028.0,-1.3673
REGION,EGHF00E00X,EGCO2,2029.0,-1.3246
REGION,EGHF00E00X,EGCO2,2030.0,-1.2819
REGION,EGHF00E00X,EGCO2,2031.0,-1.2498
REGION,EGHF00E00X,EGCO2,2032.0,-1.2178
REGION,EGHF00E00X,EGCO2,2033.0,-1.1857
REGION,EGHF00E00X,EGCO2,2034.0,-1.1537
REGION,EGHF00E00X,EGCO2,2035.0,-1.1216
REGION,EGHF00E00X,EGCO2,2036.0,-1.0896
REGION,EGHF00E00X,EGCO2,2037.0,-1.0575
REGION,EGHF00E00X,EGCO2,2038.0,-1.0255
REGION,EGHF00E00X,EGCO2,2039.0,-0.9934
REGION,EGHF00E00X,EGCO2,2040.0,-0.9614
REGION,EGHF00E00X,EGCO2,2041.0,-0.9374
REGION,EGHF00E00X,EGCO2,2042.0,-0.9133
REGION,EGHF00E00X,EGCO2,2043.0,-0.8893
REGION,EGHF00E00X,EGCO2,2044.0,-0.8653
REGION,EGHF00E00X,EGCO2,2045.0,-0.8412
REGION,EGHF00E00X,EGCO2,2046.0,-0.8172
REGION,EGHF00E00X,EGCO2,2047.0,-0.7931
REGION,EGHF00E00X,EGCO2,2048.0,-0.7691
REGION,EGHF00E00X,EGCO2,2049.0,-0.7451
REGION,EGHF00E00X,EGCO2,2050.0,-0.721
REGION,EGHF00E00X,EGCO2,2051.0,-0.703
REGION,EGHF00E00X,EGCO2,2052.0,-0.685
REGION,EGHF00E00X,EGCO2,2053.0,-0.667
REGION,EGHF00E00X,EGCO2,2054.0,-0.6489
REGION,EGHF00E00X,EGCO2,2055.0,-0.6309
REGION,EGHF00E00X,EGCO2,2056.0,-0.6129
REGION,EGHF00E00X,EGCO2,2057.0,-0.5949
REGION,EGHF00E00X,EGCO2,2058.0,-0.5768
REGION,EGHF00E00X,EGCO2,2059.0,-0.5588
REGION,EGHF00E00X,EGCO2,2060.0,-0.5408
REGION,EGHF00E00X,EGCO2,2061.0,-0.5273
REGION,EGHF00E00X,EGCO2,2062.0,-0.5137
REGION,EGHF00E00X,EGCO2,2063.0,-0.5002
REGION,EGHF00E00X,EGCO2,2064.0,-0.4867
REGION,EGHF00E00X,EGCO2,2065.0,-0.4732
REGION,EGHF00E00X,EGCO2,2066.0,-0.4597
REGION,EGHF00E00X,EGCO2,2067.0,-0.4461
REGION,EGHF00E00X,EGCO2,2068.0,-0.4326
REGION,EGHF00E00X,EGCO2,2069.0,-0.4191
REGION,EGHF00E00X,EGCO2,2070.0,-0.4056
REGION,EGHF00I00X,EGCO2,2015.0,10.0603
REGION,EGHF00I00X,EGCO2,2016.0,9.6243
REGION,EGHF00I00X,EGCO2,2017.0,6.0716
REGION,EGHF00I00X,EGCO2,2018.0,1.1911
REGION,EGHF00I00X,EGCO2,2019.0,1.1911
REGION,EGHF00I00X,EGCO2,2020.0,1.1911
REGION,EGHF00I00X,EGCO2,2021.0,1.1303
REGION,EGHF00I00X,EGCO2,2022.0,1.0696
REGION,EGHF00I00X,EGCO2,2023.0,1.0089
REGION,EGHF00I00X,EGCO2,2024.0,0.9481
REGION,EGHF00I00X,EGCO2,2025.0,0.8874
REGION,EGHF00I00X,EGCO2,2026.0,1.1557
REGION,EGHF00I00X,EGCO2,2027.0,4.3733
REGION,EGHF00I00X,EGCO2,2028.0,7.5909
REGION,EGHF00I00X,EGCO2,2029.0,10.8085
REGION,EGHF00I00X,EGCO2,2030.0,18.0638
REGION,EGHF00I00X,EGCO2,2031.0,27.4354
REGION,EGHF00I00X,EGCO2,2032.0,27.6538
REGION,EGHF00I00X,EGCO2,2033.0,27.8722
REGION,EGHF00I00X,EGCO2,2034.0,31.159
REGION,EGHF00I00X,EGCO2,2035.0,31.9181
REGION,EGHF00I00X,EGCO2,2036.0,32.0992
REGION,EGHF00I00X,EGCO2,2037.0,32.2802
REGION,EGHF00I00X,EGCO2,2038.0,30.6778
REGION,EGHF00I00X,EGCO2,2039.0,30.8145
REGION,EGHF00I00X,EGCO2,2040.0,28.7562
REGION,EGHF00I00X,EGCO2,2041.0,27.5935
REGION,EGHF00I00X,EGCO2,2042.0,27.5694
REGION,EGHF00I00X,EGCO2,2043.0,27.5454
REGION,EGHF00I00X,EGCO2,2044.0,27.5214
REGION,EGHF00I00X,EGCO2,2045.0,27.4973
REGION,EGHF00I00X,EGCO2,2046.0,27.4733
REGION,EGHF00I00X,EGCO2,2047.0,27.4493
REGION,EGHF00I00X,EGCO2,2048.0,27.4252
REGION,EGHF00I00X,EGCO2,2049.0,27.4012
REGION,EGHF00I00X,EGCO2,2050.0,27.3772
REGION,EGHF00I00X,EGCO2,2051.0,27.3876
REGION,EGHF00I00X,EGCO2,2052.0,27.398
REGION,EGHF00I00X,EGCO2,2053.0,27.4085
REGION,EGHF00I00X,EGCO2,2054.0,27.419
REGION,EGHF00I00X,EGCO2,2055.0,29.213
REGION,EGHF00I00X,EGCO2,2056.0,29.2235
REGION,EGHF00I00X,EGCO2,2057.0,29.2341
REGION,EGHF00I00X,EGCO2,2058.0,29.2447
REGION,EGHF00I00X,EGCO2,2059.0,29.2554
REGION,EGHF00I00X,EGCO2,2060.0,29.266
REGION,EGHF00I00X,EGCO2,2061.0,29.2812
REGION,EGHF00I00X,EGCO2,2062.0,29.2965
REGION,EGHF00I00X,EGCO2,2063.0,29.3117
REGION,EGHF00I00X,EGCO2,2064.0,29.327
REGION,EGHF00I00X,EGCO2,2065.0,29.3424
REGION,EGHF00I00X,EGCO2,2066.0,29.3577
REGION,EGHF00I00X,EGCO2,2067.0,29.3731
REGION,EGHF00I00X,EGCO2,2068.0,29.3885
REGION,EGHF00I00X,EGCO2,2069.0,29.4039
REGION,EGHF00I00X,EGCO2,2070.0,29.4194
REGION,EGHFGCP01N,EGREN,2016.0,0.0
REGION,EGHFGCP01N,EGREN,2017.0,0.0
REGION,EGHFGCP01N,EGREN,2034.0,6.1449
REGION,EGHFGCP01N,EGREN,2035.0,8.019
REGION,EGHFGCP01N,EGREN,2036.0,8.019
REGION,EGHFGCP01N,EGREN,2037.0,8.019
REGION,EGHFGCP01N,EGREN,2038.0,8.019
REGION,EGHFGCP01N,EGREN,2039.0,8.019
REGION,EGHFGCP01N,EGREN,2040.0,5.3363
REGION,EGHFGCP01O,EGREN,2015.0,0.0
REGION,EGHFGCP01O,EGREN,2016.0,0.0
REGION,EGHFGCP01O,EGREN,2017.0,0.0
REGION,EGHFGCP01O,EGREN,2018.0,0.0
REGION,EGHFGCP01O,EGREN,2019.0,0.0
REGION,EGHFGCP01O,EGREN,2020.0,0.0
REGION,EGHFGCP01O,EGREN,2021.0,0.6422
REGION,EGHFGCP01O,EGREN,2022.0,0.6084
REGION,EGHFGCP01O,EGREN,2023.0,0.5746
REGION,EGHFGCP01O,EGREN,2024.0,0.5408
REGION,EGHFGCP01O,EGREN,2025.0,0.507
REGION,EGHFGCP01O,EGREN,2026.0,0.4732
REGION,EGHFGCP01O,EGREN,2027.0,0.4394
REGION,EGHFGCP01O,EGREN,2028.0,0.4056
REGION,EGHFGCP01O,EGREN,2029.0,0.3718
REGION,EGHFGCP01O,EGREN,2030.0,0.338
REGION,EGHFGCP01O,EGREN,2031.0,0.3042
REGION,EGHFGCP01O,EGREN,2032.0,0.2704
REGION,EGHFGCP01O,EGREN,2033.0,0.2366
REGION,EGHFGCP01O,EGREN,2034.0,0.3183
REGION,EGHFGCP01O,EGREN,2035.0,0.2653
REGION,EGHFGCP01O,EGREN,2036.0,0.2122
REGION,EGHFGCP01O,EGREN,2037.0,0.1592
REGION,EGHFGCP01O,EGREN,2038.0,0.1061
REGION,EGHFGCP01O,EGREN,2039.0,0.0531
REGION,EGHFGCP02N,EGREN,2015.0,0.0
REGION,EGHFGCP02N,EGREN,2016.0,0.0
REGION,EGHFGCP02N,EGREN,2034.0,8.019
REGION,EGHFGCP02N,EGREN,2035.0,8.019
REGION,EGHFGCP02N,EGREN,2036.0,8.019
REGION,EGHFGCP02N,EGREN,2037.0,8.019
REGION,EGHFGCP02N,EGREN,2038.0,8.019
REGION,EGHFGCP02N,EGREN,2039.0,7.9393
REGION,EGHFGCP02O,EGREN,2015.0,0.0
REGION,EGHFGCP02O,EGREN,2016.0,0.0
REGION,EGHFGCP02O,EGREN,2017.0,0.0
REGION,EGHFGCP02O,EGREN,2018.0,0.0
REGION,EGHFGCP02O,EGREN,2019.0,0.0
REGION,EGHFGCP02O,EGREN,2020.0,0.0
REGION,EGHFGCP02O,EGREN,2021.0,0.5546
REGION,EGHFGCP02O,EGREN,2022.0,0.5254
REGION,EGHFGCP02O,EGREN,2023.0,0.4963
REGION,EGHFGCP02O,EGREN,2024.0,0.4671
REGION,EGHFGCP02O,EGREN,2025.0,0.4379
REGION,EGHFGCP02O,EGREN,2026.0,0.4087
REGION,EGHFGCP02O,EGREN,2027.0,0.3795
REGION,EGHFGCP02O,EGREN,2028.0,0.3503
REGION,EGHFGCP02O,EGREN,2029.0,0.3211
REGION,EGHFGCP02O,EGREN,2030.0,0.2919
REGION,EGHFGCP02O,EGREN,2031.0,0.2627
REGION,EGHFGCP02O,EGREN,2032.0,0.2335
REGION,EGHFGCP02O,EGREN,2033.0,0.2043
REGION,EGHFGCP02O,EGREN,2034.0,0.2749
REGION,EGHFGCP02O,EGREN,2035.0,0.2291
REGION,EGHFGCP02O,EGREN,2036.0,0.1833
REGION,EGHFGCP02O,EGREN,2037.0,0.1375
REGION,EGHFGCP02O,EGREN,2038.0,0.0916
REGION,EGHFGCP02O,EGREN,2039.0,0.0458
REGION,EGHFGCP04O,EGREN,2015.0,0.0
REGION,EGHFGCP04O,EGREN,2016.0,0.0
REGION,EGHFGCP04O,EGREN,2017.0,0.0
REGION,EGHFGCP04O,EGREN,2018.0,0.0
REGION,EGHFGCP04O,EGREN,2019.0,0.0
REGION,EGHFGCP04O,EGREN,2020.0,0.0
REGION,EGHFGCP04O,EGREN,2021.0,4.64
REGION,EGHFGCP04O,EGREN,2022.0,4.3958
REGION,EGHFGCP04O,EGREN,2023.0,4.1516
REGION,EGHFGCP04O,EGREN,2024.0,3.9074
REGION,EGHFGCP04O,EGREN,2025.0,3.6632
REGION,EGHFGCP04O,EGREN,2026.0,3.4189
REGION,EGHFGCP04O,EGREN,2027.0,3.1747
REGION,EGHFGCP04O,EGREN,2028.0,2.9305
REGION,EGHFGCP04O,EGREN,2029.0,2.6863
REGION,EGHFGCP04O,EGREN,2030.0,2.4421
REGION,EGHFGCP04O,EGREN,2031.0,2.1979
REGION,EGHFGCP04O,EGREN,2032.0,1.9537
REGION,EGHFGCP04O,EGREN,2033.0,1.7095
REGION,EGHFGCP04O,EGREN,2034.0,1.4653
REGION,EGHFGCP04O,EGREN,2035.0,1.9166
REGION,EGHFGCP04O,EGREN,2036.0,1.5333
REGION,EGHFGCP04O,EGREN,2037.0,1.15
REGION,EGHFGCP04O,EGREN,2038.0,0.7666
REGION,EGHFGCP04O,EGREN,2039.0,0.2551
REGION,EGHYDA1S03,EGREN,2015.0,0.0
REGION,EGHYDA1S03,EGREN,2016.0,0.0
REGION,EGHYDA1S03,EGREN,2017.0,0.0
REGION,EGHYDA1S03,EGREN,2018.0,0.0
REGION,EGHYDA1S03,EGREN,2019.0,0.0
REGION,EGHYDA1S03,EGREN,2020.0,0.0
REGION,EGHYDA1S03,EGREN,2021.0,-33.5543
REGION,EGHYDA1S03,EGREN,2022.0,-33.5543
REGION,EGHYDA1S03,EGREN,2023.0,-33.5543
REGION,EGHYDA1S03,EGREN,2024.0,-33.5543
REGION,EGHYDA1S03,EGREN,2025.0,-33.5543
REGION,EGHYDA1S03,EGREN,2026.0,-33.5543
REGION,EGHYDA1S03,EGREN,2027.0,-33.5543
REGION,EGHYDA1S03,EGREN,2028.0,-33.5543
REGION,EGHYDA1S03,EGREN,2029.0,-33.5543
REGION,EGHYDA1S03,EGREN,2030.0,-33.5543
REGION,EGHYDA1S03,EGREN,2031.0,-33.5543
REGION,EGHYDA1S03,EGREN,2032.0,-33.5543
REGION,EGHYDA1S03,EGREN,2033.0,-33.5543
REGION,EGHYDA1S03,EGREN,2034.0,-33.5543
REGION,EGHYDA1S03,EGREN,2035.0,-33.5543
REGION,EGHYDA1S03,EGREN,2036.0,-33.5543
REGION,EGHYDA1S03,EGREN,2037.0,-33.5543
REGION,EGHYDA1S03,EGREN,2038.0,-33.5543
REGION,EGHYDA1S03,EGREN,2039.0,-33.5543
REGION,EGHYDA1S03,EGREN,2040.0,-33.5543
REGION,EGHYDA1S03,EGREN,2041.0,-33.5543
REGION,EGHYDA1S03,EGREN,2042.0,-33.5543
REGION,EGHYDA1S03,EGREN,2043.0,-33.5543
REGION,EGHYDA1S03,EGREN,2044.0,-33.5543
REGION,EGHYDA1S03,EGREN,2045.0,-33.5543
REGION,EGHYDA1S03,EGREN,2046.0,-33.5543
REGION,EGHYDA1S03,EGREN,2047.0,-33.5543
REGION,EGHYDA1S03,EGREN,2048.0,-33.5543
REGION,EGHYDA1S03,EGREN,2049.0,-33.5543
REGION,EGHYDA1S03,EGREN,2050.0,-33.5543
REGION,EGHYDA1S03,EGREN,2051.0,-33.5543
REGION,EGHYDA1S03,EGREN,2052.0,-33.5543
REGION,EGHYDA1S03,EGREN,2053.0,-33.5543
REGION,EGHYDA1S03,EGREN,2054.0,-33.5543
REGION,EGHYDA1S03,EGREN,2055.0,-33.5543
REGION,EGHYDA1S03,EGREN,2056.0,-33.5543
REGION,EGHYDA1S03,EGREN,2057.0,-33.5543
REGION,EGHYDA1S03,EGREN,2058.0,-33.5543
REGION,EGHYDA1S03,EGREN,2059.0,-33.5543
REGION,EGHYDA1S03,EGREN,2060.0,-33.5543
REGION,EGHYDA1S03,EGREN,2061.0,-33.5543
REGION,EGHYDA1S03,EGREN,2062.0,-33.5543
REGION,EGHYDA1S03,EGREN,2063.0,-33.5543
REGION,EGHYDA1S03,EGREN,2064.0,-33.5543
REGION,EGHYDA1S03,EGREN,2065.0,-33.5543
REGION,EGHYDA1S03,EGREN,2066.0,-33.5543
REGION,EGHYDA1S03,EGREN,2067.0,-33.5543
REGION,EGHYDA1S03,EGREN,2068.0,-33.5543
REGION,EGHYDA1S03,EGREN,2069.0,-33.5543
REGION,EGHYDA1S03,EGREN,2070.0,-33.5543
REGION,EGHYDA2S03,EGREN,2015.0,0.0
REGION,EGHYDA2S03,EGREN,2016.0,0.0
REGION,EGHYDA2S03,EGREN,2017.0,0.0
REGION,EGHYDA2S03,EGREN,2018.0,0.0
REGION,EGHYDA2S03,EGREN,2019.0,0.0
REGION,EGHYDA2S03,EGREN,2020.0,0.0
REGION,EGHYDA2S03,EGREN,2021.0,-32.3559
REGION,EGHYDA2S03,EGREN,2022.0,-32.3559
REGION,EGHYDA2S03,EGREN,2023.0,-32.3559
REGION,EGHYDA2S03,EGREN,2024.0,-32.3559
REGION,EGHYDA2S03,EGREN,2025.0,-32.3559
REGION,EGHYDA2S03,EGREN,2026.0,-32.3559
REGION,EGHYDA2S03,EGREN,2027.0,-32.3559
REGION,EGHYDA2S03,EGREN,2028.0,-32.3559
REGION,EGHYDA2S03,EGREN,2029.0,-32.3559
REGION,EGHYDA2S03,EGREN,2030.0,-32.3559
REGION,EGHYDA2S03,EGREN,2031.0,-32.3559
REGION,EGHYDA2S03,EGREN,2032.0,-32.3559
REGION,EGHYDA2S03,EGREN,2033.0,-32.3559
REGION,EGHYDA2S03,EGREN,2034.0,-32.3559
REGION,EGHYDA2S03,EGREN,2035.0,-32.3559
REGION,EGHYDA2S03,EGREN,2036.0,-32.3559
REGION,EGHYDA2S03,EGREN,2037.0,-32.3559
REGION,EGHYDA2S03,EGREN,2038.0,-32.3559
REGION,EGHYDA2S03,EGREN,2039.0,-32.3559
REGION,EGHYDA2S03,EGREN,2040.0,-32.3559
REGION,EGHYDA2S03,EGREN,2041.0,-32.3559
REGION,EGHYDA2S03,EGREN,2042.0,-32.3559
REGION,EGHYDA2S03,EGREN,2043.0,-32.3559
REGION,EGHYDA2S03,EGREN,2044.0,-32.3559
REGION,EGHYDA2S03,EGREN,2045.0,-32.3559
REGION,EGHYDA2S03,EGREN,2046.0,-32.3559
REGION,EGHYDA2S03,EGREN,2047.0,-32.3559
REGION,EGHYDA2S03,EGREN,2048.0,-32.3559
REGION,EGHYDA2S03,EGREN,2049.0,-32.3559
REGION,EGHYDA2S03,EGREN,2050.0,-32.3559
REGION,EGHYDA2S03,EGREN,2051.0,-32.3559
REGION,EGHYDA2S03,EGREN,2052.0,-32.3559
REGION,EGHYDA2S03,EGREN,2053.0,-32.3559
REGION,EGHYDA2S03,EGREN,2054.0,-32.3559
REGION,EGHYDA2S03,EGREN,2055.0,-32.3559
REGION,EGHYDA2S03,EGREN,2056.0,-32.3559
REGION,EGHYDA2S03,EGREN,2057.0,-32.3559
REGION,EGHYDA2S03,EGREN,2058.0,-32.3559
REGION,EGHYDA2S03,EGREN,2059.0,-32.3559
REGION,EGHYDA2S03,EGREN,2060.0,-32.3559
REGION,EGHYDA2S03,EGREN,2061.0,-32.3559
REGION,EGHYDA2S03,EGREN,2062.0,-32.3559
REGION,EGHYDA2S03,EGREN,2063.0,-32.3559
REGION,EGHYDA2S03,EGREN,2064.0,-32.3559
REGION,EGHYDA2S03,EGREN,2065.0,-32.3559
REGION,EGHYDA2S03,EGREN,2066.0,-32.3559
REGION,EGHYDA2S03,EGREN,2067.0,-32.3559
REGION,EGHYDA2S03,EGREN,2068.0,-32.3559
REGION,EGHYDA2S03,EGREN,2069.0,-32.3559
REGION,EGHYDA2S03,EGREN,2070.0,-32.3559
REGION,EGHYDESS02,EGREN,2015.0,0.0
REGION,EGHYDESS02,EGREN,2016.0,0.0
REGION,EGHYDESS02,EGREN,2017.0,0.0
REGION,EGHYDESS02,EGREN,2018.0,0.0
REGION,EGHYDESS02,EGREN,2019.0,0.0
REGION,EGHYDESS02,EGREN,2020.0,0.0
REGION,EGHYDESS02,EGREN,2021.0,-9.5742
REGION,EGHYDESS02,EGREN,2022.0,-9.5742
REGION,EGHYDESS02,EGREN,2023.0,-9.5742
REGION,EGHYDESS02,EGREN,2024.0,-9.5742
REGION,EGHYDESS02,EGREN,2025.0,-9.5742
REGION,EGHYDESS02,EGREN,2026.0,-9.5742
REGION,EGHYDESS02,EGREN,2027.0,-9.5742
REGION,EGHYDESS02,EGREN,2028.0,-9.5742
REGION,EGHYDESS02,EGREN,2029.0,-9.5742
REGION,EGHYDESS02,EGREN,2030.0,-9.5742
REGION,EGHYDESS02,EGREN,2031.0,-9.5742
REGION,EGHYDESS02,EGREN,2032.0,-9.5742
REGION,EGHYDESS02,EGREN,2033.0,-9.5742
REGION,EGHYDESS02,EGREN,2034.0,-9.5742
REGION,EGHYDESS02,EGREN,2035.0,-9.5742
REGION,EGHYDESS02,EGREN,2036.0,-9.5742
REGION,EGHYDESS02,EGREN,2037.0,-9.5742
REGION,EGHYDESS02,EGREN,2038.0,-9.5742
REGION,EGHYDESS02,EGREN,2039.0,-9.5742
REGION,EGHYDESS02,EGREN,2040.0,-9.5742
REGION,EGHYDESS02,EGREN,2041.0,-9.5742
REGION,EGHYDESS02,EGREN,2042.0,-9.5742
REGION,EGHYDESS02,EGREN,2043.0,-9.5742
REGION,EGHYDESS02,EGREN,2044.0,-9.5742
REGION,EGHYDESS02,EGREN,2045.0,-9.5742
REGION,EGHYDESS02,EGREN,2046.0,-9.5742
REGION,EGHYDESS02,EGREN,2047.0,-9.5742
REGION,EGHYDESS02,EGREN,2048.0,-9.5742
REGION,EGHYDESS02,EGREN,2049.0,-9.5742
REGION,EGHYDESS02,EGREN,2050.0,-9.5742
REGION,EGHYDESS02,EGREN,2051.0,-9.5742
REGION,EGHYDESS02,EGREN,2052.0,-9.5742
REGION,EGHYDESS02,EGREN,2053.0,-9.5742
REGION,EGHYDESS02,EGREN,2054.0,-9.5742
REGION,EGHYDESS02,EGREN,2055.0,-9.5742
REGION,EGHYDESS02,EGREN,2056.0,-9.5742
REGION,EGHYDESS02,EGREN,2057.0,-9.5742
REGION,EGHYDESS02,EGREN,2058.0,-9.5742
REGION,EGHYDESS02,EGREN,2059.0,-9.5742
REGION,EGHYDESS02,EGREN,2060.0,-9.5742
REGION,EGHYDESS02,EGREN,2061.0,-9.5742
REGION,EGHYDESS02,EGREN,2062.0,-9.5742
REGION,EGHYDESS02,EGREN,2063.0,-9.5742
