"ETEL00TDTX","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"ETLFRCFURX","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"ETSOU1P03X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"ETSOV1F01X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"ETSOV2F01X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"ETSOC1P00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"ETSOC2P00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDBACKSTOP","1.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0","999999.0"
"SDCRUDPROX","1.0","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416","0.717753985945416"
"SDFW00P00X","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SDBM00I00X","1.0","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616"
"SDBM00X00X","1.0","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.6"
"SDCO00I00X","1.0","4.9","5.267154929577464","6.399988276056337","6.313713924295774","6.227439572535211","6.141165220774648","6.054890869014085","5.968616517253522","5.882342165492959","5.796067813732396","5.709793461971831","5.734891455211267","5.759989448450703","5.785087441690139","5.810185434929577","5.835283428169014","5.847832424788732","5.860381421408451","5.87293041802817","5.885479414647888","5.898028411267606","5.898028411267606","5.898028411267606","5.898028411267606","5.898028411267606","5.898028411267606","5.898767326871623","5.899506242475642","5.90024515807966","5.900984073683678","5.901722989287697","5.902461904891714","5.903200820495733","5.903939736099751","5.904678651703769","5.905417567307787","5.906156482911806","5.906895398515823","5.907634314119842","5.90837322972386","5.909112145327878","5.909851060931897","5.910589976535914","5.911328892139933","5.912067807743951","5.912806723347969","5.913545638951987","5.914284554556006","5.915023470160023","5.915762385764042","5.91650130136806","5.917240216972078","5.917979132576097","5.918718048180114","5.919456963784133","5.920195879388151"
"SDCO00X00X","1.0","3.3","3.540101408450703","4.292781251830985","4.226322790140844","4.160099088591549","4.094110147183099","4.029254651016646","3.964608304793855","3.900171108514726","3.835943062179259","3.771924165787452","3.781552668648399","3.791120327889372","3.800627143510371","3.810073115511395","3.819458243892445","3.827672132588988","3.835886021285531","3.844099909982075","3.852313798678618","3.86052768737516","3.86052768737516","3.86052768737516","3.86052768737516","3.86052768737516","3.86052768737516","3.861011341225062","3.861494995074966","3.861978648924869","3.862462302774771","3.862945956624674","3.863429610474577","3.863913264324479","3.864396918174382","3.864880572024285","3.865364225874188","3.865847879724091","3.866331533573994","3.866815187423897","3.867298841273799","3.867782495123702","3.868266148973605","3.868749802823507","3.869233456673411","3.869717110523314","3.870200764373216","3.870684418223119","3.871168072073022","3.871651725922924","3.872135379772828","3.87261903362273","3.873102687472633","3.873586341322536","3.874069995172438","3.874553649022341","3.875037302872244"
"SDLF00I00X","1.0","11.2","8.52221294117647","10.21903305572453","11.01468894098995","11.79621824883787","12.56362097926829","13.30179784050317","14.02390678680622","14.72994781817745","15.41992093461686","16.09382613612444","16.22647613701555","16.35341310148645","16.47463702953715","16.59014792116765","16.69994577637795","17.01306975968504","17.32619374299212","17.63931772629921","17.9524417096063","18.26556569291339","18.5091065688189","18.75264744472441","18.99618832062992","19.23972919653544","19.48327007244094","19.51299978663224","19.54272950082354","19.57245921501483","19.60218892920613","19.63191864339743","19.66164835758873","19.69137807178002","19.72110778597132","19.75083750016261","19.78056721435392","19.81029692854521","19.84002664273651","19.86975635692781","19.8994860711191","19.9292157853104","19.9589454995017","19.98867521369299","20.01840492788429","20.04813464207559","20.07786435626689","20.10759407045818","20.13732378464948","20.16705349884077","20.19678321303207","20.22651292722337","20.25624264141467","20.28597235560596","20.31570206979726","20.34543178398856","20.37516149817985"
"SDHF00I00X","1.0","6.6","5.022529411764705","6.023165640172166","6.492812380631276","6.954241444476327","7.407452831707316","7.841317090531975","8.265532743226425","8.680099789790665","9.085018230224696","9.480288064528516","9.55659970406606","9.629480728090643","9.69893113660226","9.764950929600914","9.827540107086614","10.01180648409449","10.19607286110236","10.38033923811024","10.56460561511811","10.74887199212598","10.89219028535433","11.03550857858268","11.17882687181102","11.32214516503937","11.46546345826772","11.48295872217453","11.50045398608134","11.51794924998815","11.53544451389497","11.55293977780178","11.57043504170859","11.5879303056154","11.60542556952222","11.62292083342903","11.64041609733584","11.65791136124266","11.67540662514947","11.69290188905628","11.71039715296309","11.72789241686991","11.74538768077672","11.76288294468353","11.78037820859034","11.79787347249716","11.81536873640397","11.83286400031078","11.85035926421759","11.86785452812441","11.88534979203122","11.90284505593803","11.92034031984484","11.93783558375166","11.95533084765847","11.97282611156528","11.99032137547209"
"SDCR00I00X","1.0","8.33469521163589","6.392220951135807","7.726168328158196","8.394779048864192","9.063389769570191","9.732000490276189","10.40061121098219","11.06922193168819","11.73783265239418","12.40644337310018","13.07505409380618","13.3127823500572","13.55051060630822","13.78823886255924","14.02596711881026","14.26369537506128","14.53113966334368","14.79858395162608","15.06602823990848","15.33347252819088","15.60091681647328","15.80892904069292","16.01694126491257","16.22495348913221","16.43296571335186","16.6409779375715","16.66637057012795","16.69176320268441","16.71715583524086","16.74254846779732","16.76794110035377","16.79333373291023","16.81872636546668","16.84411899802314","16.86951163057959","16.89490426313605","16.92029689569251","16.94568952824896","16.97108216080542","16.99647479336187","17.02186742591833","17.04726005847478","17.07265269103124","17.0980453235877","17.12343795614415","17.14883058870061","17.17422322125706","17.19961585381352","17.22500848636997","17.25040111892643","17.27579375148288","17.30118638403934","17.3265790165958","17.35197164915225","17.37736428170871","17.40275691426516"
"SDCR00X00X","1.0","7.5012256904723","5.752998856022226","6.953551495342377","7.555301143977774","8.157050792613173","8.758800441248571","9.360550089883967","9.962299738519366","10.56404938715476","11.16579903579016","11.76754868442556","11.98150411505148","12.1954595456774","12.40941497630331","12.62337040692923","12.83732583755516","13.07802569700932","13.31872555646347","13.55942541591763","13.80012527537179","14.04082513482595","14.22803613662363","14.41524713842131","14.60245814021899","14.78966914201667","14.97688014381435","14.99973351311516","15.02258688241597","15.04544025171678","15.06829362101759","15.0911469903184","15.11400035961921","15.13685372892002","15.15970709822083","15.18256046752164","15.20541383682245","15.22826720612326","15.25112057542407","15.27397394472488","15.29682731402569","15.3196806833265","15.34253405262731","15.36538742192812","15.38824079122893","15.41109416052974","15.43394752983055","15.45680089913136","15.47965426843217","15.50250763773298","15.52536100703379","15.5482143763346","15.57106774563541","15.59392111493622","15.61677448423703","15.63962785353784","15.66248122283864"
"SDNG00ILGX","1.0","9.2","8.7768","9.37377372413793","9.860488898275861","10.34720407241379","10.83391924655172","11.32063442068965","11.80734959482758","12.29406476896552","12.78077994310345","13.26749511724138","13.32517987862069","13.38286464","13.44054940137931","13.49823416275862","13.55591892413793","13.58476130482759","13.61360368551724","13.6424460662069","13.67128844689656","13.70013082758621","13.78665796965517","13.87318511172414","13.95971225379311","14.04623939586207","14.13276653793103","14.19903948845402","14.26531243897701","14.3315853895","14.39785834002299","14.46413129054598","14.53040424106898","14.59667719159197","14.66295014211495","14.72922309263795","14.79549604316094","14.86176899368393","14.92804194420692","14.99431489472991","15.0605878452529","15.12686079577589","15.19313374629888","15.25940669682187","15.32567964734486","15.39195259786785","15.45822554839084","15.52449849891383","15.59077144943682","15.65704439995981","15.7233173504828","15.78959030100579","15.85586325152878","15.92213620205177","15.98840915257476","16.05468210309775","16.12095505362074"
"SDNG00ELGX","1.0","-9.2","-8.7768","-9.37377372413793","-9.860488898275861","-10.34720407241379","-10.83391924655172","-11.32063442068965","-11.80734959482758","-12.29406476896552","-12.78077994310345","-13.26749511724138","-13.32517987862069","-13.38286464","-13.44054940137931","-13.49823416275862","-13.55591892413793","-13.58476130482759","-13.61360368551724","-13.6424460662069","-13.67128844689656","-13.70013082758621","-13.78665796965517","-13.87318511172414","-13.95971225379311","-14.04623939586207","-14.13276653793103","-14.19903948845402","-14.26531243897701","-14.3315853895","-14.39785834002299","-14.46413129054598","-14.53040424106898","-14.59667719159197","-14.66295014211495","-14.72922309263795","-14.79549604316094","-14.86176899368393","-14.92804194420692","-14.99431489472991","-15.0605878452529","-15.12686079577589","-15.19313374629888","-15.25940669682187","-15.32567964734486","-15.39195259786785","-15.45822554839084","-15.52449849891383","-15.59077144943682","-15.65704439995981","-15.7233173504828","-15.78959030100579","-15.85586325152878","-15.92213620205177","-15.98840915257476","-16.05468210309775","-16.12095505362074"
"SDNG00X00X","1.0","7.1","6.851255172413793","7.400409315695598","7.872129442776455","8.352484446759807","8.84147432764566","9.18958709478867","9.533478612250027","9.873148880029726","10.20859789812777","10.53982566654416","10.52786677766468","10.51540759252664","10.50244811113004","10.48898833347487","10.47502825956113","10.49731555373041","10.51960284789969","10.54189014206897","10.56417743623825","10.58646473040752","10.65332661291536","10.7201884954232","10.78705037793104","10.85391226043887","10.92077414294671","10.97198505925993","11.02319597557315","11.07440689188637","11.12561780819959","11.17682872451281","11.22803964082603","11.27925055713925","11.33046147345246","11.38167238976569","11.4328833060789","11.48409422239212","11.53530513870534","11.58651605501856","11.63772697133178","11.688937887645","11.74014880395822","11.79135972027144","11.84257063658466","11.89378155289788","11.9449924692111","11.99620338552432","12.04741430183754","12.09862521815076","12.14983613446398","12.2010470507772","12.25225796709042","12.30346888340364","12.35467979971686","12.40589071603008","12.4571016323433"
"SDSOLAR00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDWIND000X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDUR00I00X","1.0","0.2128680555555556","0.1421625625","0.1211666701388889","0.1374503958333333","0.1388248997916667","0.1402131487895833","0.1416152802774791","0.1430314330802539","0.1444617474110565","0.145906364885167","0.1473654285340187","0.1488390828193589","0.1503274736475525","0.151830748384028","0.1533490558678683","0.1548825464265469","0.1564313718908124","0.1579956856097205","0.1595756424658177","0.1611713988904759","0.1627831128793807","0.1644109440081745","0.1660550534482562","0.1677156039827388","0.1693927600225662","0.1710866876227919","0.1727975544990198","0.17452553004401","0.1762707853444501","0.1780334931978946","0.1798138281298735","0.1816119664111723","0.183428086075284","0.1852623669360368","0.1871149906053972","0.1889861405114512","0.1908760019165657","0.1927847619357314","0.1947126095550887","0.1966597356506396","0.198626333007146","0.2006125963372174","0.2026187223005896","0.2046449095235955","0.2066913586188315","0.2087582722050197","0.2108458549270699","0.2129543134763406","0.215083856611104","0.2172346951772151","0.2194070421289873","0.2216011125502771","0.2238171236757799","0.2260552949125377","0.2283158478616631","0.2305990063402797"
"SDUR00X00X","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SDCH00I00X","1.0","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616","1.616"
"SDETHANOLX","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"SDWA00000X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDCO00P00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDLF00P00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDHF00P00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDCR00P00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDNG00P00X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDCRUDRE1X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDCRUDRE2X","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDBMCHC01N","1.0","6.7","6.7","6.7","6.7","6.7","6.7","6.69","6.680000000000001","6.670000000000001","6.660000000000001","6.650000000000001","6.640000000000001","6.630000000000002","6.620000000000002","6.610000000000002","6.6","6.59","6.58","6.57","6.56","6.550000000000001","6.540000000000001","6.530000000000001","6.520000000000001","6.510000000000002","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.3","6.29","6.28","6.27","6.260000000000001","6.250000000000001","6.240000000000001","6.230000000000001","6.220000000000002","6.210000000000002","6.2"
"SDBMCHC02N","1.0","6.7","6.7","6.7","6.7","6.7","6.7","6.69","6.680000000000001","6.670000000000001","6.660000000000001","6.650000000000001","6.640000000000001","6.630000000000002","6.620000000000002","6.610000000000002","6.6","6.59","6.58","6.57","6.56","6.550000000000001","6.540000000000001","6.530000000000001","6.520000000000001","6.510000000000002","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.3","6.29","6.28","6.27","6.260000000000001","6.250000000000001","6.240000000000001","6.230000000000001","6.220000000000002","6.210000000000002","6.2"
"SDBMCHC03N","1.0","6.7","6.7","6.7","6.7","6.7","6.7","6.69","6.680000000000001","6.670000000000001","6.660000000000001","6.650000000000001","6.640000000000001","6.630000000000002","6.620000000000002","6.610000000000002","6.6","6.59","6.58","6.57","6.56","6.550000000000001","6.540000000000001","6.530000000000001","6.520000000000001","6.510000000000002","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.3","6.29","6.28","6.27","6.260000000000001","6.250000000000001","6.240000000000001","6.230000000000001","6.220000000000002","6.210000000000002","6.2"
"SDBMCHC04N","1.0","6.7","6.7","6.7","6.7","6.7","6.7","6.69","6.680000000000001","6.670000000000001","6.660000000000001","6.650000000000001","6.640000000000001","6.630000000000002","6.620000000000002","6.610000000000002","6.6","6.59","6.58","6.57","6.56","6.550000000000001","6.540000000000001","6.530000000000001","6.520000000000001","6.510000000000002","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.5","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.4","6.3","6.29","6.28","6.27","6.260000000000001","6.250000000000001","6.240000000000001","6.230000000000001","6.220000000000002","6.210000000000002","6.2"
"SDBMCHP01O","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
"SDBMCHP02O","1.0","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05","1e-05"
